airline,country,n_flights_in,n_passengers_in,n_seats_in,n_flights_out,n_passengers_out,year,month
Kalitta Air,Hong Kong (SAR),4,NA,NA,7,NA,2024,1
Kalitta Air,Singapore,17,NA,NA,13,NA,2024,1
Korean Air,Korea,62,17092,17648,62,14464,2024,1
LATAM Airlines,Chile,44,9304,11047,43,9079,2024,1
Malaysia Airlines,Malaysia,228,55406,62048,227,42775,2024,1
Malindo Air,Malaysia,212,33670,37485,212,24891,2024,1
Malindo Air,New Zealand,31,3369,5022,31,3669,2024,1
Nauru Airlines,Nauru,19,663,1664,19,763,2024,1
Philippine Airlines,Philippines,88,18751,23034,88,12136,2024,1
Qantas Airways,Canada,14,2963,3304,14,2997,2024,1
Qantas Airways,Chile,31,6099,7062,31,6371,2024,1
Qantas Airways,China,22,5268,6119,26,3174,2024,1
Qantas Airways,East Timor,31,1614,3004,31,988,2024,1
Qantas Airways,Fiji,29,4823,5046,29,4446,2024,1
Qantas Airways,Hong Kong (SAR),74,22200,23685,74,14778,2024,1
Qantas Airways,India,48,10926,12109,48,9884,2024,1
Qantas Airways,Indonesia,96,21532,23118,96,16510,2024,1
Qantas Airways,Japan,124,31487,34095,124,28609,2024,1
Qantas Airways,Korea,18,4765,5258,18,3673,2024,1
Qantas Airways,New Caledonia,22,3420,3828,22,2940,2024,1
Qantas Airways,New Zealand,701,105394,117244,706,99290,2024,1
Qantas Airways,Papua New Guinea,30,3211,5206,30,3203,2024,1
Qantas Airways,Philippines,31,8211,8418,31,7793,2024,1
Qantas Airways,Singapore,148,36719,39769,148,31906,2024,1
Qantas Airways,Solomon Islands,12,743,1164,12,611,2024,1
Qantas Airways,South Africa,27,6168,6368,27,5884,2024,1
Qantas Airways,Thailand,31,8610,8976,35,7852,2024,1
Qantas Airways,Tonga,8,1138,1207,8,882,2024,1
Qantas Airways,UK,62,21476,22304,62,17291,2024,1
Qantas Airways,USA,215,48429,58266,208,43532,2024,1
Qantas Airways,Western Somoa,13,2048,2067,13,1570,2024,1
Qatar Airways,Qatar,194,71752,75950,194,62200,2024,1
Royal Brunei Airlines,Brunei,22,4660,5588,20,2555,2024,1
Scoot Tigerair,Singapore,169,60222,62155,169,55577,2024,1
Sichuan Airlines,China,45,12354,14160,45,9656,2024,1
Singapore Airlines,New Zealand,7,NA,NA,7,NA,2024,1
Singapore Airlines,Singapore,613,168656,176635,641,156052,2024,1
Singapore Airlines,USA,27,NA,NA,NA,NA,2024,1
Solomon Airlines,Solomon Islands,19,1454,2584,22,1025,2024,1
SriLankan Airlines,Sri Lanka,46,13081,13631,46,9566,2024,1
Tasman Cargo Airlines,New Zealand,44,NA,NA,44,NA,2024,1
Tasman Cargo Airlines,Singapore,21,NA,NA,21,NA,2024,1
Thai AirAsia X,Thailand,18,5391,6664,18,2805,2024,1
Thai Airways International,Thailand,93,29597,30690,93,22109,2024,1
Tianjin Airlines,China,18,3708,4920,18,2436,2024,1
T'way Air,Korea,18,5869,6246,17,4951,2024,1
United Airlines,USA,225,46407,66293,225,39110,2024,1
United Parcel Service,China,NA,NA,NA,9,NA,2024,1
United Parcel Service,Korea,NA,NA,NA,13,NA,2024,1
United Parcel Service,Singapore,NA,NA,NA,4,NA,2024,1
United Parcel Service,USA,26,NA,NA,NA,NA,2024,1
Vietjet Air,Vietnam,106,32030,36581,106,22621,2024,1
Vietnam Airlines,Vietnam,102,27963,30886,103,24816,2024,1
Virgin Australia,Fiji,103,16550,18128,103,12333,2024,1
Virgin Australia,Indonesia,201,33027,35376,200,22287,2024,1
Virgin Australia,Japan,29,3709,5104,30,3483,2024,1
Virgin Australia,New Zealand,106,15458,18656,106,14021,2024,1
Virgin Australia,Vanuatu,21,2754,3696,21,2172,2024,1
Virgin Australia,Western Samoa,22,3055,3872,22,1818,2024,1
Xiamen Airlines,China,62,16408,17001,62,10329,2024,1
Air Caledonie International,New Caledonia,37,3214,6828,37,4908,2024,2
Air Canada,Canada,58,17455,20400,58,14073,2024,2
Air Chathams,New Zealand,5,126,301,5,122,2024,2
Air China,China,49,16440,17335,49,14470,2024,2
Air India,India,70,16621,17920,70,16234,2024,2
Air Mauritius,Mauritius,11,2653,3282,11,1913,2024,2
Air New Zealand,New Zealand,665,123858,145850,663,124368,2024,2
Air Niugini,Papua New Guinea,74,4864,9887,76,4166,2024,2
Air Vanuatu,Vanuatu,26,2059,4576,28,1874,2024,2
AirAsia X,Malaysia,97,33380,36569,95,15439,2024,2
AirAsia X,New Zealand,1,236,377,1,332,2024,2
All Nippon Airways,Japan,70,14164,17220,70,12821,2024,2
American Airlines,USA,29,6760,8816,29,6919,2024,2
Asiana Airlines,Korea,38,15311,17154,38,13717,2024,2
Batik Air Indonesia,Indonesia,60,7682,9414,60,6031,2024,2
Beijing Capital Airlines,China,25,4919,5886,25,2460,2024,2
British Airways,UK,29,6565,7366,29,5960,2024,2
Cathay Pacific Airways,Hong Kong (SAR),252,74492,80340,251,53976,2024,2
Cebu Pacific Air,Philippines,32,11870,14688,33,8059,2024,2
China Airlines,New Zealand,25,3990,7650,25,4340,2024,2
China Airlines,Taiwan,71,19236,21726,71,16993,2024,2
China Eastern Airlines,China,224,54052,59401,225,34989,2024,2
China Eastern Airlines,New Zealand,8,1416,1872,8,1428,2024,2
China Southern Airlines,China,205,57484,61370,205,44414,2024,2
Citilink Indonesia,Indonesia,29,2385,5220,29,1448,2024,2
Delta Air Lines,USA,58,11841,17458,57,10666,2024,2
Emirates,New Zealand,29,9047,14036,29,9962,2024,2
Emirates,United Arab Emirates,272,89640,119570,273,58476,2024,2
Etihad Airways,United Arab Emirates,58,17883,19022,58,15107,2024,2
Eva Air,Taiwan,13,4061,4446,13,3467,2024,2
Federal Express Corporation,China,NA,NA,NA,39,NA,2024,2
Federal Express Corporation,Singapore,21,NA,NA,NA,NA,2024,2
Federal Express Corporation,USA,25,NA,NA,NA,NA,2024,2
Fiji Airways,Fiji,146,23052,31647,146,21610,2024,2
Garuda Indonesia,Indonesia,61,12556,16931,60,7175,2024,2
Hainan Airlines,China,49,11554,14374,49,6043,2024,2
Hawaiian Airlines,USA,20,4203,5540,20,3694,2024,2
Indonesia AirAsia,Indonesia,122,17392,21960,123,14471,2024,2
Japan Airlines,Japan,41,7697,7983,41,6918,2024,2
Jetstar,Fiji,25,4091,5800,25,3404,2024,2
Jetstar,Indonesia,329,68836,74394,329,62933,2024,2
Jetstar,Japan,96,29046,32160,96,25306,2024,2
Jetstar,Korea,29,8942,9715,29,8815,2024,2
Jetstar,New Zealand,241,40577,46058,242,42691,2024,2
Jetstar,Singapore,22,6535,7370,23,5385,2024,2
Jetstar,Thailand,32,10182,10720,32,9523,2024,2
Jetstar,USA,21,6266,7035,21,4923,2024,2
Jetstar,Vietnam,28,8707,9380,28,6570,2024,2
Kalitta Air,Hong Kong (SAR),3,NA,NA,7,NA,2024,2
Kalitta Air,Singapore,16,NA,NA,12,NA,2024,2
Korean Air,Korea,58,14790,16023,58,13462,2024,2
LATAM Airlines,Chile,41,8925,11011,42,10178,2024,2
Malaysia Airlines,Malaysia,191,47276,51996,192,36742,2024,2
Malindo Air,Malaysia,175,27646,31005,176,22424,2024,2
Malindo Air,New Zealand,29,2547,4698,28,3234,2024,2
Nauru Airlines,Nauru,16,634,1408,18,728,2024,2
Philippine Airlines,Philippines,71,15087,19432,71,13739,2024,2
Qantas Airways,Canada,12,2459,2826,12,2473,2024,2
Qantas Airways,Chile,16,3417,3604,16,3490,2024,2
Qantas Airways,China,21,5430,6042,26,4206,2024,2
Qantas Airways,East Timor,29,927,2810,29,1019,2024,2
Qantas Airways,Fiji,12,1791,2069,12,1731,2024,2
Qantas Airways,Hong Kong (SAR),65,19002,21741,65,14175,2024,2
Qantas Airways,India,44,9965,10823,44,8267,2024,2
Qantas Airways,Indonesia,83,17939,19814,83,13901,2024,2
Qantas Airways,Japan,115,30547,31619,115,27750,2024,2
Qantas Airways,Korea,17,4414,4811,17,3615,2024,2
Qantas Airways,New Caledonia,18,1620,3115,18,2297,2024,2
Qantas Airways,New Zealand,607,86286,100909,608,89195,2024,2
Qantas Airways,Papua New Guinea,29,3050,4596,30,2844,2024,2
Qantas Airways,Philippines,29,8161,8336,29,7804,2024,2
Qantas Airways,Singapore,145,36604,39766,143,28255,2024,2
Qantas Airways,Solomon Islands,13,684,1261,13,709,2024,2
Qantas Airways,South Africa,25,5593,5882,25,5313,2024,2
Qantas Airways,Thailand,29,7722,8241,32,7046,2024,2
Qantas Airways,Tonga,4,510,612,4,549,2024,2
Qantas Airways,UK,58,19039,20785,58,15273,2024,2
Qantas Airways,USA,188,34065,50350,176,33953,2024,2
Qantas Airways,Western Somoa,4,585,632,4,507,2024,2
Qatar Airways,Qatar,182,60893,71050,182,51728,2024,2
Royal Brunei Airlines,Brunei,21,4141,5334,21,2077,2024,2
Scoot Tigerair,Singapore,147,51949,54301,147,45693,2024,2
Sichuan Airlines,China,40,11835,12673,40,9023,2024,2
Singapore Airlines,New Zealand,8,NA,NA,7,NA,2024,2
Singapore Airlines,Singapore,542,150296,155930,571,137390,2024,2
Singapore Airlines,USA,27,NA,NA,NA,NA,2024,2
Solomon Airlines,Solomon Islands,11,989,1496,14,739,2024,2
SriLankan Airlines,Sri Lanka,44,12460,13039,44,8433,2024,2
Tasman Cargo Airlines,New Zealand,46,NA,NA,46,NA,2024,2
Tasman Cargo Airlines,Singapore,18,NA,NA,19,NA,2024,2
Thai AirAsia X,Thailand,16,4196,5808,16,1671,2024,2
Thai Airways International,Thailand,87,27568,28710,87,18821,2024,2
Tianjin Airlines,China,15,3362,3900,15,1735,2024,2
T'way Air,Korea,16,5115,5552,17,4927,2024,2
United Airlines,USA,203,32459,58953,204,30810,2024,2
United Parcel Service,China,NA,NA,NA,6,NA,2024,2
United Parcel Service,Korea,NA,NA,NA,11,NA,2024,2
United Parcel Service,Singapore,NA,NA,NA,4,NA,2024,2
United Parcel Service,USA,25,NA,NA,1,NA,2024,2
Vietjet Air,Vietnam,99,27714,34383,99,16901,2024,2
Vietnam Airlines,Vietnam,96,26369,28945,93,21178,2024,2
Virgin Australia,Fiji,36,4318,6336,36,4171,2024,2
Virgin Australia,Indonesia,118,16222,20768,117,13543,2024,2
Virgin Australia,Japan,28,4063,4928,28,3395,2024,2
Virgin Australia,New Zealand,57,8423,10032,57,8962,2024,2
Virgin Australia,Vanuatu,12,1444,2112,12,1242,2024,2
Virgin Australia,Western Samoa,15,1610,2640,14,1090,2024,2
Xiamen Airlines,China,58,15081,15809,58,10639,2024,2
Air Caledonie International,New Caledonia,37,3920,7014,37,4032,2024,3
Air Canada,Canada,62,15109,19038,62,16273,2024,3
Air Chathams,New Zealand,4,150,272,4,127,2024,3
Air China,China,47,10438,14337,47,12652,2024,3
Air India,India,76,18004,19456,76,17374,2024,3
Air Mauritius,Mauritius,14,2565,4222,14,3115,2024,3
Air New Zealand,New Zealand,702,137439,152940,702,132375,2024,3
Air Niugini,Papua New Guinea,80,5038,11240,85,5211,2024,3
Air Vanuatu,Vanuatu,20,1674,3520,22,1794,2024,3
AirAsia Berhad,Malaysia,20,3286,4270,20,3627,2024,3
AirAsia X,Malaysia,68,17689,25636,69,16990,2024,3
All Nippon Airways,Japan,70,11855,17220,70,14783,2024,3
American Airlines,USA,30,7606,9120,30,7725,2024,3
Asiana Airlines,Korea,31,7106,9641,31,9104,2024,3
Batik Air Indonesia,Indonesia,48,5018,7488,48,5995,2024,3
Beijing Capital Airlines,China,22,2684,5301,22,2861,2024,3
British Airways,UK,31,5645,7874,31,6709,2024,3
Cathay Pacific Airways,Hong Kong (SAR),281,58982,83152,281,64683,2024,3
Cebu Pacific Air,Philippines,30,9954,13770,30,9642,2024,3
China Airlines,New Zealand,27,5116,8262,27,4320,2024,3
China Airlines,Taiwan,70,13553,21420,70,16421,2024,3
China Eastern Airlines,China,193,32685,50992,193,36718,2024,3
China Eastern Airlines,New Zealand,9,1372,2106,9,1236,2024,3
China Southern Airlines,China,150,31730,44117,150,38434,2024,3
Citilink Indonesia,Indonesia,29,1971,5220,29,2329,2024,3
Delta Air Lines,USA,57,11038,17157,58,12079,2024,3
Emirates,New Zealand,31,11879,15004,31,11112,2024,3
Emirates,United Arab Emirates,292,72825,127747,291,91376,2024,3
Etihad Airways,United Arab Emirates,62,14341,20250,61,17808,2024,3
Eva Air,Taiwan,13,2869,4446,13,3009,2024,3
Federal Express Corporation,China,NA,NA,NA,39,NA,2024,3
Federal Express Corporation,Singapore,22,NA,NA,NA,NA,2024,3
Federal Express Corporation,USA,27,NA,NA,NA,NA,2024,3
Fiji Airways,Fiji,164,24516,34886,164,26443,2024,3
Garuda Indonesia,Indonesia,66,9043,18536,66,11374,2024,3
Hainan Airlines,China,27,3998,7772,27,5134,2024,3
Hawaiian Airlines,USA,21,4198,5817,21,4147,2024,3
Indonesia AirAsia,Indonesia,125,16349,22500,124,17087,2024,3
Japan Airlines,Japan,44,8613,9900,45,8900,2024,3
Jetstar,Cook Islands,14,1837,3248,15,2277,2024,3
Jetstar,Fiji,27,4229,6264,27,4407,2024,3
Jetstar,Indonesia,337,68312,76674,338,71250,2024,3
Jetstar,Japan,103,27911,34505,103,30503,2024,3
Jetstar,Korea,30,7816,10050,31,9630,2024,3
Jetstar,New Zealand,270,45862,51638,270,46314,2024,3
Jetstar,Singapore,21,5836,7035,22,6665,2024,3
Jetstar,Thailand,37,11143,12395,37,11450,2024,3
Jetstar,USA,18,5309,6030,18,5287,2024,3
Jetstar,Vietnam,28,7556,9380,28,7909,2024,3
Kalitta Air,Hong Kong (SAR),2,NA,NA,2,NA,2024,3
Kalitta Air,Singapore,1,NA,NA,NA,NA,2024,3
Korean Air,Korea,58,11325,16039,58,14485,2024,3
LATAM Airlines,Chile,44,10073,11799,44,9926,2024,3
Malaysia Airlines,Malaysia,205,41925,54936,207,43165,2024,3
Malindo Air,Malaysia,162,21839,29560,162,24911,2024,3
Malindo Air,New Zealand,26,2962,4212,27,3140,2024,3
Nauru Airlines,Nauru,17,815,1664,16,745,2024,3
Philippine Airlines,Philippines,82,15271,21900,82,15032,2024,3
Qantas Airways,Canada,13,2692,3027,13,2786,2024,3
Qantas Airways,Chile,18,3839,4232,18,3974,2024,3
Qantas Airways,China,20,2898,5300,20,3978,2024,3
Qantas Airways,East Timor,31,1240,2991,31,1352,2024,3
Qantas Airways,Fiji,15,2163,2564,15,2335,2024,3
Qantas Airways,Hong Kong (SAR),67,13531,17877,67,12982,2024,3
Qantas Airways,India,36,8052,8760,36,7757,2024,3
Qantas Airways,Indonesia,94,16246,21994,94,17443,2024,3
Qantas Airways,Japan,124,29653,34487,124,32294,2024,3
Qantas Airways,Korea,17,3031,4862,17,4344,2024,3
Qantas Airways,New Caledonia,19,2264,3296,19,2248,2024,3
Qantas Airways,New Zealand,643,97325,107650,645,90211,2024,3
Qantas Airways,Papua New Guinea,31,3638,4826,31,3195,2024,3
Qantas Airways,Philippines,31,8703,8988,31,8716,2024,3
Qantas Airways,Singapore,152,32533,40894,152,34230,2024,3
Qantas Airways,Solomon Islands,14,685,1355,14,747,2024,3
Qantas Airways,South Africa,26,5790,6105,26,5711,2024,3
Qantas Airways,Thailand,31,8398,9093,34,8303,2024,3
Qantas Airways,Tonga,5,517,754,5,564,2024,3
Qantas Airways,UK,62,19033,22095,62,18730,2024,3
Qantas Airways,USA,207,36772,54563,205,40998,2024,3
Qantas Airways,Western Somoa,5,649,787,5,616,2024,3
Qatar Airways,Qatar,196,55349,75950,195,63922,2024,3
Royal Brunei Airlines,Brunei,22,2199,5588,23,2415,2024,3
Scoot Tigerair,Singapore,149,49127,55131,149,50382,2024,3
Sichuan Airlines,China,31,6923,9627,31,7659,2024,3
Singapore Airlines,New Zealand,8,NA,NA,8,NA,2024,3
Singapore Airlines,Singapore,574,149473,166726,603,153963,2024,3
Singapore Airlines,USA,27,NA,NA,NA,NA,2024,3
Solomon Airlines,Solomon Islands,16,1285,2176,22,999,2024,3
SriLankan Airlines,Sri Lanka,45,11339,13334,45,10044,2024,3
Tasman Cargo Airlines,Hong Kong (SAR),19,NA,NA,20,NA,2024,3
Tasman Cargo Airlines,New Zealand,44,NA,NA,44,NA,2024,3
Tasman Cargo Airlines,Singapore,21,NA,NA,21,NA,2024,3
Thai AirAsia X,Thailand,13,2268,4719,13,2260,2024,3
Thai Airways International,Thailand,94,23661,30946,94,22323,2024,3
Tianjin Airlines,China,16,2499,4160,16,2040,2024,3
Turkish Airlines,Turkey,13,540,3998,13,1869,2024,3
T'way Air,Korea,18,4918,6246,18,5668,2024,3
United Airlines,USA,206,37587,58720,211,39482,2024,3
United Parcel Service,China,NA,NA,NA,9,NA,2024,3
United Parcel Service,Korea,NA,NA,NA,13,NA,2024,3
United Parcel Service,Singapore,NA,NA,NA,5,NA,2024,3
United Parcel Service,USA,27,NA,NA,NA,NA,2024,3
Vietjet Air,Vietnam,104,20445,36121,105,18042,2024,3
Vietnam Airlines,Vietnam,99,24826,30002,100,24749,2024,3
Virgin Australia,Fiji,64,7210,11264,64,8994,2024,3
Virgin Australia,Indonesia,139,16976,24464,144,21070,2024,3
Virgin Australia,Japan,30,3705,5280,30,3793,2024,3
Virgin Australia,New Zealand,70,10657,12320,71,10841,2024,3
Virgin Australia,Vanuatu,19,2355,3344,19,2652,2024,3
Virgin Australia,Western Samoa,12,995,2112,13,1329,2024,3
Xiamen Airlines,China,51,13155,14076,51,10817,2024,3
Air Caledonie International,New Caledonia,33,4298,7431,34,4610,2024,4
Air Canada,Canada,60,11957,18090,60,15390,2024,4
Air Chathams,New Zealand,4,111,272,4,143,2024,4
Air China,China,34,9749,10285,34,9114,2024,4
Air India,India,71,16697,18176,70,15575,2024,4
Air Mauritius,Mauritius,12,2779,3456,12,2721,2024,4
Air New Zealand,New Zealand,640,124158,136117,638,113295,2024,4
Air Niugini,Papua New Guinea,77,5170,10039,76,5457,2024,4
Air Vanuatu,Vanuatu,17,1827,2992,21,2089,2024,4
AirAsia Berhad,Malaysia,30,5882,6580,30,3674,2024,4
AirAsia X,Malaysia,88,23687,33176,88,17966,2024,4
All Nippon Airways,Japan,66,11982,16236,66,10635,2024,4
American Airlines,USA,29,7003,8816,29,8271,2024,4
Asiana Airlines,Korea,30,8677,9330,30,8637,2024,4
Batik Air Indonesia,Indonesia,77,9344,12114,77,8962,2024,4
Beijing Capital Airlines,China,13,2944,3810,13,1445,2024,4
British Airways,UK,30,5307,6480,30,6178,2024,4
Cathay Pacific Airways,Hong Kong (SAR),236,53705,72262,236,56776,2024,4
Cebu Pacific Air,Philippines,34,10836,15606,34,10581,2024,4
China Airlines,New Zealand,21,4441,6426,21,3738,2024,4
China Airlines,Taiwan,64,14695,19584,64,14588,2024,4
China Eastern Airlines,China,148,29326,39116,149,25707,2024,4
China Eastern Airlines,New Zealand,9,1614,2106,8,1164,2024,4
China Southern Airlines,China,134,33422,40155,134,34227,2024,4
Citilink Indonesia,Indonesia,30,2575,5400,30,2070,2024,4
Delta Air Lines,USA,30,6704,9030,30,7579,2024,4
Emirates,New Zealand,28,9733,13552,28,6213,2024,4
Emirates,United Arab Emirates,275,69471,120250,274,100063,2024,4
Etihad Airways,United Arab Emirates,60,13196,19802,60,18305,2024,4
Eva Air,Taiwan,13,3800,4446,13,3227,2024,4
Federal Express Corporation,China,NA,NA,NA,36,NA,2024,4
Federal Express Corporation,Singapore,21,NA,NA,NA,NA,2024,4
Federal Express Corporation,USA,25,NA,NA,NA,NA,2024,4
Fiji Airways,Fiji,166,27959,34997,166,27897,2024,4
Garuda Indonesia,Indonesia,66,13040,18660,66,13697,2024,4
Hainan Airlines,China,26,6247,7702,26,6017,2024,4
Hawaiian Airlines,USA,21,4644,5817,21,3931,2024,4
Indonesia AirAsia,Indonesia,132,18988,23760,132,16998,2024,4
Japan Airlines,Japan,43,8073,9521,43,7565,2024,4
Jetstar,Cook Islands,17,2479,3944,17,2389,2024,4
Jetstar,Fiji,26,4891,6032,26,4384,2024,4
Jetstar,Indonesia,365,75437,83111,365,75275,2024,4
Jetstar,Japan,106,26957,35510,106,24697,2024,4
Jetstar,Korea,30,7714,10050,30,7850,2024,4
Jetstar,New Zealand,319,54314,61436,319,48951,2024,4
Jetstar,Singapore,24,6699,8040,24,7027,2024,4
Jetstar,Thailand,43,13217,14405,43,12890,2024,4
Jetstar,USA,21,6424,7035,21,5246,2024,4
Jetstar,Vietnam,30,9098,10050,30,8109,2024,4
Korean Air,Korea,52,12502,13386,52,11947,2024,4
LATAM Airlines,Chile,42,10588,11239,42,10145,2024,4
Malaysia Airlines,Malaysia,199,41776,52771,199,39117,2024,4
Malindo Air,Malaysia,153,22661,27948,153,22629,2024,4
Malindo Air,New Zealand,25,3125,4050,24,2228,2024,4
Nauru Airlines,Nauru,17,575,1664,16,565,2024,4
Philippine Airlines,Philippines,86,16251,21897,86,13928,2024,4
Qantas Airways,Canada,12,2285,2793,13,2819,2024,4
Qantas Airways,Chile,17,3598,3995,17,3682,2024,4
Qantas Airways,China,22,5401,6382,24,4686,2024,4
Qantas Airways,East Timor,30,1306,2910,30,1296,2024,4
Qantas Airways,Fiji,30,4628,5127,30,4604,2024,4
Qantas Airways,Hong Kong (SAR),72,14514,17137,72,13365,2024,4
Qantas Airways,India,34,7806,8266,34,7290,2024,4
Qantas Airways,Indonesia,93,18227,21759,93,18136,2024,4
Qantas Airways,Japan,120,29103,35066,120,28955,2024,4
Qantas Airways,Korea,13,3642,3858,13,3715,2024,4
Qantas Airways,New Caledonia,21,2907,3653,21,2808,2024,4
Qantas Airways,New Zealand,628,96777,103754,628,85906,2024,4
Qantas Airways,Papua New Guinea,39,3818,6546,39,4192,2024,4
Qantas Airways,Philippines,30,8272,8556,30,8094,2024,4
Qantas Airways,Singapore,148,34141,39950,146,34568,2024,4
Qantas Airways,Solomon Islands,13,788,1259,13,632,2024,4
Qantas Airways,South Africa,26,5928,6097,26,5986,2024,4
Qantas Airways,Thailand,30,7316,8367,34,6958,2024,4
Qantas Airways,Tonga,4,438,603,4,489,2024,4
Qantas Airways,UK,60,17238,21251,60,18800,2024,4
Qantas Airways,USA,203,38779,51564,198,44952,2024,4
Qantas Airways,Western Somoa,13,1422,2027,13,1419,2024,4
Qatar Airways,Qatar,189,49550,71370,188,68781,2024,4
Royal Brunei Airlines,Brunei,21,2402,5334,21,2456,2024,4
Scoot Tigerair,Singapore,138,45975,50158,138,44999,2024,4
Sichuan Airlines,China,39,9223,10936,39,9055,2024,4
Singapore Airlines,New Zealand,7,NA,NA,8,NA,2024,4
Singapore Airlines,Singapore,542,141451,160267,567,145723,2024,4
Singapore Airlines,USA,26,NA,NA,NA,NA,2024,4
Solomon Airlines,Solomon Islands,14,822,1904,18,1010,2024,4
South African Airways,South Africa,2,371,506,1,189,2024,4
SriLankan Airlines,Sri Lanka,43,11730,12741,43,10236,2024,4
Tasman Cargo Airlines,Hong Kong (SAR),21,NA,NA,20,NA,2024,4
Tasman Cargo Airlines,New Zealand,46,NA,NA,46,NA,2024,4
Tasman Cargo Airlines,Singapore,22,NA,NA,22,NA,2024,4
Thai AirAsia X,Thailand,18,3830,6534,18,2889,2024,4
Thai Airways International,Thailand,149,38700,45944,151,34646,2024,4
Tianjin Airlines,China,12,2410,3166,12,1865,2024,4
Turkish Airlines,Turkey,13,2521,4277,13,2977,2024,4
T'way Air,Korea,12,3629,4164,13,4034,2024,4
United Airlines,USA,120,22967,33630,119,26761,2024,4
United Parcel Service,China,4,NA,NA,13,NA,2024,4
United Parcel Service,Korea,NA,NA,NA,12,NA,2024,4
United Parcel Service,Singapore,NA,NA,NA,4,NA,2024,4
United Parcel Service,USA,25,NA,NA,NA,NA,2024,4
Vietjet Air,Vietnam,85,21639,28811,85,14866,2024,4
Vietnam Airlines,Vietnam,99,25045,29618,99,23119,2024,4
Virgin Australia,Fiji,80,10701,14080,80,10493,2024,4
Virgin Australia,Indonesia,157,23643,27632,158,22287,2024,4
Virgin Australia,Japan,29,3327,5104,29,2531,2024,4
Virgin Australia,New Zealand,74,11384,13024,74,9410,2024,4
Virgin Australia,Vanuatu,21,3395,3696,21,3248,2024,4
Virgin Australia,Western Samoa,11,861,1936,11,761,2024,4
Xiamen Airlines,China,60,15327,16752,60,12907,2024,4
Air Caledonie International,New Caledonia,16,1843,3224,16,1705,2024,5
Air Canada,Canada,57,12567,17346,57,14877,2024,5
